area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Germany",Industrial,Discards,Unreported,bottom trawl,,234.5019215074
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Iceland",Industrial,Discards,Unreported,bottom trawl,,1495.4573552462
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Discards,Unreported,bottom trawl,,1936.1690552732
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,bottom trawl,,1140.7109037735
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,693.8854175588
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,7.5377156551,3437.260329645623
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0037726305,5.325317639603319e-05
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0037726305,5.325317639603319e-05
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,4798.3990227881
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","United Kingdom",Industrial,Landings,Reported,bottom trawl,Direct human consumption,20.6969533701,12232.028611418453
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","United Kingdom",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0103588355,0.00021422693386677027
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","United Kingdom",Industrial,Landings,Reported,bottom trawl,Other,0.0103588355,0.00021422693386677027
"Atlantic, Northwest",high_seas,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,gillnet,,0.0019565224
"Atlantic, Northwest",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0003175451,6.493675524647132e-05
"Atlantic, Northwest",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,purse seine,Direct human consumption,0.0056523030,0.001155874243387193
"Atlantic, Northwest",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,gillnet,Direct human consumption,0.2173913821,0.044455702641734346
"Atlantic, Northwest",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0015877255,0.00032468377623235664
"Atlantic, Northwest",high_seas,1952,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,small scale trammel net,Direct human consumption,0.0039375594,0.0008052157650562454
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,366.2221573014
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Germany",Industrial,Discards,Unreported,bottom trawl,,19.7956431486
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Iceland",Industrial,Discards,Unreported,bottom trawl,,184.4889437744
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Norway",Industrial,Discards,Unreported,bottom trawl,,390.3353704980
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Portugal",Industrial,Discards,Unreported,bottom trawl,,90.9405953710
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,41.3718885029
"Atlantic, Northwest",high_seas,1952,"Scorpaeniformes","Scorpionfishes, flatheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,417.4355608661
"Atlantic, Northwest",high_seas,1952,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Iceland",Industrial,Discards,Unreported,bottom trawl,,32.9202838500
"Atlantic, Northwest",high_seas,1952,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Germany",Industrial,Discards,Unreported,bottom trawl,,1.1770937150
"Atlantic, Northwest",high_seas,1952,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Iceland",Industrial,Discards,Unreported,bottom trawl,,7.1327281680
"Atlantic, Northwest",high_seas,1952,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Norway",Industrial,Discards,Unreported,bottom trawl,,2.9050072850
"Atlantic, Northwest",high_seas,1952,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Portugal",Industrial,Discards,Unreported,bottom trawl,,18.1575296700
"Atlantic, Northwest",high_seas,1952,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Discards,Unreported,bottom trawl,,41.2695888400
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Germany",Industrial,Discards,Unreported,bottom trawl,,13.1529500200
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Germany",Industrial,Landings,Reported,bottom trawl,Direct human consumption,13.1397970700,8403.394136770294
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Germany",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0065764750,0.05345146788917157
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Germany",Industrial,Landings,Reported,bottom trawl,Other,0.0065764750,0.05345146788917157
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Iceland",Industrial,Discards,Unreported,bottom trawl,,79.7017398500
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Norway",Industrial,Discards,Unreported,bottom trawl,,32.4608101500
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Portugal",Industrial,Discards,Unreported,bottom trawl,,202.8938538000
"Atlantic, Northwest",high_seas,1952,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,461.1500615000
"Atlantic, Northwest",high_seas,1952,"Lycodes","Eelpouts","Medium bathydemersals (30 - 89 cm)","Perch-likes","Germany",Industrial,Discards,Unreported,bottom trawl,,2.3541874310
"Atlantic, Northwest",high_seas,1952,"Lycodes","Eelpouts","Medium bathydemersals (30 - 89 cm)","Perch-likes","Iceland",Industrial,Discards,Unreported,bottom trawl,,14.2654563400
"Atlantic, Northwest",high_seas,1952,"Lycodes","Eelpouts","Medium bathydemersals (30 - 89 cm)","Perch-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,5.8100145700
"Atlantic, Northwest",high_seas,1952,"Lycodes","Eelpouts","Medium bathydemersals (30 - 89 cm)","Perch-likes","Portugal",Industrial,Discards,Unreported,bottom trawl,,36.3150593300
"Atlantic, Northwest",high_seas,1952,"Lycodes","Eelpouts","Medium bathydemersals (30 - 89 cm)","Perch-likes","Spain",Industrial,Discards,Unreported,bottom trawl,,82.5391776800
"Atlantic, Northwest",high_seas,1952,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Germany",Industrial,Discards,Unreported,bottom trawl,,1.1770937150
"Atlantic, Northwest",high_seas,1952,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Iceland",Industrial,Discards,Unreported,bottom trawl,,7.1327281680
"Atlantic, Northwest",high_seas,1952,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Norway",Industrial,Discards,Unreported,bottom trawl,,2.9050072850
"Atlantic, Northwest",high_seas,1952,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Portugal",Industrial,Discards,Unreported,bottom trawl,,18.1575296700
"Atlantic, Northwest",high_seas,1952,"Cyclopterus lumpus","Lumpfish","Medium benthopelagics (30 - 89 cm)","Scorpionfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,41.2695888400
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Germany",Industrial,Discards,Unreported,bottom trawl,,0.7977358900
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Iceland",Industrial,Discards,Unreported,bottom trawl,,4.8339679140
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Iceland",Industrial,Landings,Reported,bottom trawl,Direct human consumption,79.6220381201,115130.57771758111
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Iceland",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0398508699,0.42709044897270243
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Iceland",Industrial,Landings,Reported,bottom trawl,Other,0.0398508699,0.42709044897270243
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,1.9687715100
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,28.6098361241,22239.681207703892
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0179622754,0.1385170000829673
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0247386004,0.19077297475137017
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Portugal",Industrial,Discards,Unreported,bottom trawl,,12.3056583300
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,6.4983369502,3388.7420103936556
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.0065048418,0.03693532762568985
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Spain",Industrial,Discards,Unreported,bottom trawl,,27.9690833000
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,261.8091830457,139609.4691581191
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.1310356272,0.6153941825614248
"Atlantic, Northwest",high_seas,1952,"Gadus morhua","Atlantic cod","Large benthopelagics (>=90 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.1310356272,0.6153941825614248
"Atlantic, Northwest",high_seas,1952,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Cuba",Industrial,Landings,Reported,pole and line,Direct human consumption,58.2932725632,103366.0851302308
"Atlantic, Northwest",high_seas,1952,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0584047773,93.26392349595447
"Atlantic, Northwest",high_seas,1952,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,purse seine,Direct human consumption,0.0000393134,0.06277779914856516
"Atlantic, Northwest",high_seas,1952,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0000000197,5.961354498789678e-10
"Atlantic, Northwest",high_seas,1952,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,purse seine,Other,0.0000000197,5.961354498789678e-10
"Atlantic, Northwest",high_seas,1952,"Sarda sarda","Atlantic bonito","Medium pelagics (30 - 89 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0009838192,1.5710159947088396
"Atlantic, Northwest",high_seas,1952,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,hand lines,Direct human consumption,31.9480337683,107275.86281511033
"Atlantic, Northwest",high_seas,1952,"Thunnus thynnus","Atlantic bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0007335723,1.6196190848663738
"Atlantic, Northwest",high_seas,1952,"Thunnus thynnus","Atlantic bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,pole and line,Direct human consumption,0.0000666884,0.14723809862421514
"Atlantic, Northwest",high_seas,1952,"Thunnus thynnus","Atlantic bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,hand lines,Direct human consumption,1.8122186703,4001.110802378678
"Atlantic, Northwest",high_seas,1952,"Thunnus thynnus","Atlantic bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0090029324,19.877143314269144
"Atlantic, Northwest",high_seas,1952,"Thunnus thynnus","Atlantic bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,0.5240150372,1156.9477018926268
"Atlantic, Northwest",high_seas,1952,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Canada",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,747.0402781929,3366862.624628171
"Atlantic, Northwest",high_seas,1952,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","USA",Industrial,Landings,Reported,artisanal fishing gear,Direct human consumption,11.8421183377,94253.51167730817
"Atlantic, Northwest",high_seas,1952,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.8025976755,13296.710051151242
"Atlantic, Northwest",high_seas,1952,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0023874064,5.533569310101279e-05
"Atlantic, Northwest",high_seas,1952,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0032880630,7.621125765419436e-05
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Germany",Industrial,Discards,Unreported,bottom trawl,,0.2630590000
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Iceland",Industrial,Discards,Unreported,bottom trawl,,1.5940347970
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,0.6492162030
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Discards,Unreported,bottom trawl,,4.0578770750
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,196.1926229880,140960.09256098702
"Atlantic, Northwest",high_seas,1952,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.1963890120,0.6521868192251683
